User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Steps_Count,Sleep_Duration,Water_Intake,Exercise_Type
U00892,Male,51,194,73,76,60,36,7083,9.5,3.2,Swimming
U00893,Male,43,167,70,19,130,37.3,7589,8,2.7,Cycling
U00894,Male,40,169,116,58,91,37.8,18692,7.3,1.8,Cycling
U00895,Male,46,192,69,16,84,36.7,13590,7.1,2.2,Swimming
U00896,Male,56,161,76,66,178,36.2,4047,5.2,3.8,Walking
U00897,Male,55,182,96,22,79,38,14584,4.3,1.9,Running
U00898,Female,51,163,114,49,156,37.8,1640,6.3,3,Cycling
U00899,Male,23,155,94,92,140,37.4,12437,4.3,3.1,Running
U00900,Male,29,184,109,101,171,36.1,5392,5.2,2.3,Gym
U00901,Male,48,175,101,58,72,36.5,6429,6.6,1.8,Gym
U00902,Female,34,160,67,19,85,38,13665,8.1,2.5,Running
U00903,Female,19,163,108,86,67,36.8,17056,9.1,2.7,Running
U00904,Female,37,176,112,98,120,36.4,6918,9.1,3.6,Gym
U00905,Female,32,162,106,33,110,38.8,19304,9.3,3.5,Running
U00906,Male,43,181,85,45,92,36.6,17792,7.3,1.8,Gym
U00907,Male,24,182,83,38,173,36.1,9081,4.1,1.1,Running
U00908,Male,63,153,74,75,94,38.1,4354,9.5,2.3,Walking
U00909,Female,28,153,52,95,122,36.3,13702,5,3.6,Walking
U00910,Female,44,174,90,48,175,36.9,2878,7.7,3.3,Swimming
U00911,Male,40,154,71,90,138,38.4,16137,4.6,4,Swimming
U00912,Female,54,193,65,109,176,38.1,11600,5.1,1.4,Cycling
U00913,Female,41,171,106,48,116,37.3,13944,6.9,3.3,Walking
U00914,Male,31,168,96,109,96,38.7,12650,6.6,4,Gym
U00915,Female,50,152,101,92,113,38.9,5795,4.7,1.7,Cycling
U00916,Male,50,153,58,34,157,38.9,16026,5.4,3.9,Cycling
U00917,Female,42,172,67,57,136,36.8,19561,9.2,3.4,Walking
U00918,Male,49,178,62,36,169,38.8,7200,9.7,3.9,Running
U00919,Female,61,183,59,41,124,38.4,3680,5.8,2.6,Cycling
U00920,Female,28,156,91,93,91,36.9,11706,8.8,2.7,Swimming
U00921,Male,18,152,61,53,76,38.3,17838,4.2,2,Cycling
U00922,Female,61,193,52,29,76,36.1,7067,7.3,2.4,Gym
U00923,Female,32,151,108,23,69,36.3,12075,9.6,3.8,Gym
U00924,Female,55,185,102,28,153,38.3,14018,5.5,3.7,Running
U00925,Female,61,175,98,58,64,36.3,11542,4.8,2,Walking
U00926,Male,52,174,71,79,149,38.1,6228,6.7,3.6,Gym
U00927,Female,32,197,86,103,103,37.6,19588,8.5,2.4,Swimming
U00928,Female,57,166,107,48,69,36.8,10943,4,2.8,Walking
U00929,Female,22,172,52,71,96,38.3,15337,5.1,1.4,Swimming
U00930,Female,56,199,119,96,117,36.2,11552,9.1,3,Gym
U00931,Male,43,163,77,82,122,36.7,7771,8.1,1.9,Walking
U00932,Female,57,199,94,33,133,38.3,9695,7.4,2.8,Cycling
U00933,Female,35,165,72,26,128,36.6,9035,7,1.9,Walking
U00934,Female,24,157,58,64,153,37.3,16143,5,2.9,Cycling
U00935,Male,25,181,104,93,112,38.4,13010,6.5,3.2,Running
U00936,Male,18,150,92,22,164,38.2,3831,7.7,3.1,Running
U00937,Male,43,166,78,55,168,38.9,6896,6.3,2.2,Cycling
U00938,Female,41,167,88,20,88,38.5,17384,6.9,1.7,Gym
U00939,Female,19,197,65,21,168,36.7,15549,7.1,1.1,Walking
U00940,Female,44,151,72,56,151,38.7,10880,9.7,2.9,Gym
U00941,Female,23,188,55,12,88,38.6,9269,8.7,2.1,Running
U00942,Female,40,185,91,91,171,39,8707,8,2.3,Cycling
U00943,Male,39,162,77,40,116,38.9,16560,8.8,2.4,Cycling
U00944,Female,52,198,91,118,127,36.1,4681,9.4,1.6,Cycling
U00945,Female,46,177,96,117,89,36.7,14020,7.7,2,Swimming
U00946,Male,45,190,94,117,95,38.7,19210,8.8,1.1,Running
U00947,Female,33,196,75,51,178,36.5,15496,8.8,3.2,Walking
U00948,Female,60,192,102,89,70,38.4,18585,8,1.9,Gym
U00949,Female,58,185,119,71,61,38.9,9994,6.3,3.4,Running
U00950,Female,32,151,98,57,157,38.8,12771,7.5,3,Running
U00951,Male,52,155,71,61,67,36.8,17378,5.9,3.5,Running
U00952,Female,22,187,79,75,80,36.6,5718,6.3,3.9,Cycling
U00953,Female,60,168,52,17,131,37.9,4107,4.2,1.4,Gym
U00954,Female,47,165,90,49,179,38,4448,9.3,3.1,Running
U00955,Female,43,164,97,107,164,38.4,19226,4.7,2.7,Swimming
U00956,Male,35,185,116,52,73,38.6,5598,4,2.4,Cycling
U00957,Male,25,177,105,64,165,38.9,19131,8.2,3.4,Cycling
U00958,Male,39,175,118,85,133,38.8,12923,5.7,3,Walking
U00959,Male,54,176,101,111,96,36.1,19578,5.8,2.5,Gym
U00960,Female,52,158,73,119,132,38.7,15646,5.6,3.4,Walking
U00961,Female,47,199,59,110,84,37.1,5171,5.8,2.8,Cycling
U00962,Female,29,180,81,116,143,38.8,5382,9.4,1.4,Running
U00963,Male,49,175,59,119,168,37,3884,9.6,1.7,Walking
U00964,Female,21,172,91,15,95,37.2,5646,9.2,1.7,Gym
U00965,Female,58,183,54,70,106,37.2,3433,9.9,1.4,Running
U00966,Male,52,151,61,50,91,38,17363,6.5,1,Walking
U00967,Female,62,184,106,35,142,38.5,3063,9.5,2.4,Running
U00968,Female,26,184,99,13,100,36.9,18666,4.4,2.8,Swimming
U00969,Male,37,179,58,39,149,38,7680,5.7,1.3,Swimming
U00970,Female,28,160,112,50,177,36.4,15709,8.5,1.4,Running
U00971,Female,45,192,77,26,108,36.4,4755,9.6,1.7,Cycling
U00972,Male,63,155,116,74,74,38,10384,7.9,2.9,Swimming
U00973,Female,63,192,67,13,79,36.2,15957,4.7,1.2,Swimming
U00974,Female,21,168,110,119,177,37.1,1532,5.5,1.6,Swimming
U00975,Male,57,171,117,14,64,37.4,14014,4.9,2.1,Swimming
U00976,Male,18,169,93,57,125,38.1,1712,7,4,Running
U00977,Female,43,169,113,46,114,36.6,10744,6.3,1.1,Running
U00978,Female,27,189,83,62,82,37.7,17920,7.4,3.7,Running
U00979,Female,32,165,50,43,70,38.5,5024,7.7,1.2,Running
U00980,Male,63,156,84,63,94,37,2902,6.7,3.8,Swimming
U00981,Female,47,175,102,96,135,37.3,4174,5,2.7,Cycling
U00982,Female,58,189,57,31,143,38.2,7551,5.4,3,Swimming
U00983,Female,64,193,52,110,105,38.7,13211,5.8,1.3,Cycling
U00984,Female,36,176,82,86,141,37,5233,8.1,3,Cycling
U00985,Female,34,172,59,106,86,38.2,19721,9.6,1,Running
U00986,Female,54,150,55,109,162,37.2,12844,6.5,4,Cycling
U00987,Female,56,151,116,74,77,36.8,9872,6.4,2.5,Swimming
U00988,Male,48,197,61,51,108,38.6,5820,5.3,2.9,Gym
U00989,Female,41,158,60,39,97,38.7,7002,6.6,1.3,Swimming
U00990,Female,23,166,65,13,170,37.8,13120,4.5,1,Cycling
U00991,Male,19,199,59,27,96,37,18964,6.4,1.6,Gym
U00992,Female,59,170,63,63,163,38.3,8359,5.9,2.1,Gym
U00993,Female,31,181,61,99,101,38.1,10385,6.2,2.8,Cycling
U00994,Male,19,182,117,105,147,38.5,15873,6.4,2.4,Cycling
U00995,Male,22,176,100,116,77,36.6,3124,5.7,1.9,Swimming
U00996,Female,20,161,70,119,138,37.8,17965,6.8,2.6,Swimming
U00997,Male,30,153,57,107,63,37.5,13892,7.9,2.8,Running
U00998,Male,34,157,64,40,96,38.4,18534,4.5,3.2,Walking
U00999,Female,35,167,104,31,134,38.7,8686,7.4,2.3,Gym
U01000,Female,30,164,78,28,135,39,14449,6.8,2,Walking
U01001,Female,63,181,118,63,146,37.6,7872,4.8,2.9,Walking
U01002,Male,41,163,80,73,110,38.6,12317,7.2,2.1,Running
U01003,Female,50,190,65,89,135,38.3,4522,7,1.2,Swimming
U01004,Female,64,175,82,116,126,37.3,2220,5,2.8,Gym
U01005,Male,30,164,86,81,96,38.9,2553,5.3,2.7,Walking
U01006,Female,58,166,61,103,137,38.5,14788,6.4,3.1,Running
U01007,Female,37,189,60,31,121,36.3,4232,4.7,2.6,Gym
U01008,Female,40,175,109,59,122,37,8594,8.7,1.3,Cycling
U01009,Female,37,183,71,95,134,36.9,7316,8.5,3,Cycling
U01010,Female,58,184,65,104,153,38,17286,7.3,3.4,Cycling
U01011,Female,62,156,72,52,82,37.2,15130,4.1,1.3,Walking
U01012,Female,51,156,83,40,96,38.4,5702,8.7,1.4,Gym
U01013,Female,42,174,119,56,122,37,15745,7.9,3,Cycling
U01014,Female,52,188,73,109,87,36.1,4744,6.3,3.7,Running
U01015,Male,52,193,63,13,95,38.4,19493,7.8,2,Gym
U01016,Male,54,178,60,111,143,38.9,11268,6.2,3.9,Walking
U01017,Male,24,159,101,45,94,36.3,8392,7.9,3.2,Swimming
U01018,Male,41,199,108,104,76,37.9,15511,7.2,3.4,Walking
U01019,Female,31,186,53,48,76,38.4,16655,4.6,1.1,Cycling
U01020,Female,26,166,71,78,153,36.6,6498,4.8,1.1,Swimming
U01021,Male,52,158,119,74,162,37.2,16036,7.1,1.6,Gym
U01022,Female,29,185,98,33,161,37.9,5101,6.7,1.8,Gym
U01023,Male,34,175,84,73,146,37.9,16514,4.6,2.9,Walking
U01024,Male,40,182,92,52,151,37.7,2836,5.4,2.9,Swimming
U01025,Female,20,165,83,27,80,36.8,7177,8.4,3.1,Cycling
U01026,Female,24,158,85,34,159,38.8,8666,8.5,2.4,Cycling
U01027,Female,44,155,108,14,89,36,8360,6.2,1.5,Cycling
U01028,Male,38,185,83,23,93,38.5,15447,9.7,3.9,Swimming
U01029,Female,62,175,55,73,69,37.6,2133,5.6,2.1,Walking
U01030,Male,55,184,63,88,176,37.3,9688,6.9,2.9,Walking
U01031,Female,38,158,81,118,170,36.3,6600,5,2.5,Running
U01032,Female,29,154,103,34,85,37.4,18886,8.5,3.5,Cycling
U01033,Female,58,182,84,14,107,38.2,13010,4.6,2.4,Walking
U01034,Male,25,197,59,61,176,36.6,13349,6.1,3.9,Walking
U01035,Male,35,193,119,108,176,38.2,16269,6.8,1.7,Gym
U01036,Female,25,190,105,104,106,38.6,2731,5.6,2.4,Running
U01037,Female,34,151,80,101,169,36.8,3951,9.9,1.4,Cycling
U01038,Female,28,162,58,48,151,38.1,5801,6.1,1.5,Cycling
U01039,Male,45,152,71,82,147,38,4872,4.6,3.9,Gym
U01040,Male,56,180,99,32,153,37.3,14390,9,2.4,Gym
U01041,Female,27,152,117,104,155,36.8,17588,7.1,2.8,Gym
U01042,Male,50,159,118,13,136,36.3,19118,5.4,2.1,Walking
U01043,Female,41,176,80,111,174,38.4,6602,5.6,1.3,Gym
U01044,Male,56,159,52,97,141,38.5,2275,6,1.6,Swimming
U01045,Male,35,161,64,65,155,37.3,12439,9,1.6,Running
U01046,Male,52,180,70,23,60,37.7,17875,7.5,1.1,Running
U01047,Male,63,183,78,59,146,36.3,14512,7.7,3.9,Cycling
U01048,Male,61,163,114,40,104,37.2,4938,9.1,1.4,Walking
U01049,Female,51,188,117,42,99,36.8,19103,5,2,Gym
U01050,Female,52,168,79,49,146,36,5198,8.7,1.4,Running
U01051,Female,44,165,88,15,116,38.2,19720,8,1.2,Cycling
U01052,Female,21,164,65,77,116,38.3,2239,7.1,1.3,Swimming
U01053,Male,38,177,70,65,74,37.6,12455,9.9,3.9,Cycling
U01054,Female,62,163,61,107,144,38.9,13535,7.9,2.9,Cycling
U01055,Male,55,160,81,98,111,38.8,18450,5.9,3.8,Swimming
U01056,Male,50,152,86,50,171,37.9,8014,8.5,2.9,Walking
U01057,Male,43,197,50,95,146,37.5,11971,5.3,2,Cycling
U01058,Female,27,185,75,102,148,37.2,7801,8.3,1.8,Walking
U01059,Female,51,195,92,49,148,37.9,6358,7.8,1.1,Running
U01060,Female,42,191,81,90,141,37,19299,7.4,3.8,Running
U01061,Male,53,154,58,102,67,36.3,6727,8.1,1,Cycling
U01062,Female,31,156,57,25,112,37.5,1351,6.8,1.5,Swimming
U01063,Female,44,199,115,73,124,37.2,1629,4.4,2.7,Running
U01064,Female,54,170,79,58,137,36.6,15199,7.6,2.5,Walking
U01065,Male,48,182,98,104,73,36.5,9279,8.1,1.6,Walking
U01066,Female,53,193,119,10,87,38,4828,4.3,3.3,Gym
U01067,Male,46,150,111,10,88,38.9,14032,8.7,2.7,Gym
U01068,Female,35,174,78,65,107,36,2298,5.1,1.6,Running
U01069,Male,18,190,104,105,123,38.2,15019,4.2,3.4,Cycling
U01070,Male,24,155,73,79,94,36.4,7574,6.1,3.8,Cycling
U01071,Female,19,197,111,11,82,36.5,11642,5.1,1.9,Walking
U01072,Male,38,193,93,43,67,37.9,10402,7.7,2.2,Swimming
U01073,Male,51,170,99,30,179,37.5,16348,4.9,2.4,Cycling
U01074,Male,48,162,99,15,174,38.8,9458,9.8,2.2,Gym
U01075,Female,57,173,76,102,105,37.4,8871,5.3,1.7,Walking
U01076,Male,63,167,59,96,108,37.7,16134,4.7,1.7,Cycling
U01077,Male,31,171,75,115,179,36.3,8586,7.1,2,Swimming
U01078,Male,30,153,116,72,66,38.7,19552,7.7,1.5,Running
U01079,Male,58,150,71,95,62,36.8,19580,8.1,2.6,Running
U01080,Male,19,183,83,91,112,36.8,9914,8.2,2.9,Swimming
U01081,Female,20,184,108,90,156,37.5,9504,4.7,3.4,Walking
U01082,Male,48,190,102,14,96,38.3,6680,8.7,1.7,Running
U01083,Female,49,196,64,31,105,36.4,19836,8.4,3.9,Cycling
U01084,Female,26,192,90,50,150,37.8,19150,9.3,2,Cycling
U01085,Female,54,155,67,96,132,38.2,2471,9.3,1.7,Running
U01086,Female,45,157,83,17,96,37,8872,6.7,3.1,Walking
U01087,Female,23,184,97,38,107,38.9,13895,6.9,2.2,Gym
U01088,Male,53,169,70,19,131,38.9,10295,9.4,2.8,Swimming
U01089,Male,35,180,77,62,146,36.4,3425,6.8,1.1,Cycling
U01090,Male,32,150,105,30,174,37,17279,9.6,3.3,Cycling
U01091,Male,34,164,87,16,112,38.4,12349,9.8,3.1,Running
U01092,Female,61,163,86,55,144,37.5,13572,8,1.7,Walking
U01093,Male,57,157,112,42,65,38,10447,7,2.3,Running
U01094,Male,37,152,66,18,105,37.9,3073,8.3,1,Running
U01095,Female,64,165,76,106,122,36.6,17386,4.9,2.5,Running
U01096,Male,41,161,119,35,81,38.3,16891,5.4,3.9,Walking
U01097,Female,36,162,81,34,76,38.1,11649,7.8,2,Running
U01098,Female,43,189,64,82,68,38.4,5444,5.6,4,Cycling
U01099,Male,48,186,112,42,107,36.2,14135,5.7,2.4,Gym
U01100,Male,36,181,106,93,143,37.6,14716,6.8,3.6,Cycling
U01101,Female,44,197,56,69,145,37.6,17998,5.7,2,Cycling
U01102,Male,21,196,62,66,74,38.3,3025,7.3,2.3,Swimming
U01103,Female,59,188,83,104,176,37.4,10770,9.3,3.8,Gym
U01104,Female,51,153,82,74,109,38.5,5119,6.3,3.5,Cycling
U01105,Female,19,175,79,40,153,38.5,4731,5.8,2.8,Running
U01106,Male,41,189,67,65,145,36.6,17210,8.4,4,Running
U01107,Female,60,160,101,109,61,38.5,8836,8.7,3.3,Gym
U01108,Female,57,157,88,72,156,36.3,11016,5.2,2.8,Swimming
U01109,Female,38,168,104,116,169,37.9,18178,9,3.2,Cycling
U01110,Female,18,193,80,73,128,38.1,14159,8.4,1.9,Cycling
U01111,Male,53,174,89,55,170,37.2,16413,7.4,2,Running
U01112,Female,28,186,64,71,135,37.9,19063,5.4,1.9,Swimming
U01113,Female,26,193,81,74,179,39,13110,4.4,1.6,Gym
U01114,Male,40,189,99,85,75,37.9,16393,8,1.5,Gym
U01115,Male,62,177,53,42,162,37.9,11298,7.7,2.4,Cycling
U01116,Female,59,154,67,102,175,37.2,13670,9,2,Gym
U01117,Male,61,198,93,28,115,37.6,9841,7.7,2,Walking
U01118,Female,46,194,92,58,69,37.4,9296,9.3,2.8,Walking
U01119,Female,29,152,90,25,140,38.5,12367,7,3.4,Cycling
U01120,Female,56,151,66,91,85,37.9,2777,8.1,1.3,Gym
U01121,Female,44,192,56,45,118,38.7,3934,9.7,1.2,Gym
U01122,Male,46,185,61,110,137,37.9,4362,7.5,2,Gym
U01123,Male,18,157,106,63,141,36.3,16181,7.2,2.7,Swimming
U01124,Female,44,182,112,93,178,36,11341,7.5,3.8,Swimming
U01125,Female,49,198,81,116,132,38.5,9924,7.3,2.9,Gym
U01126,Female,43,175,96,107,70,39,13194,6.7,4,Walking
U01127,Female,64,176,88,53,115,37.2,16467,9.3,3.6,Running
U01128,Female,24,179,119,117,76,39,4475,8.2,1.9,Cycling
U01129,Male,51,197,96,51,68,37.1,13020,8.8,2.8,Walking
U01130,Male,33,154,71,92,130,38.6,13674,6.2,2.8,Gym
U01131,Female,43,161,55,63,150,37.3,11941,9,2.2,Cycling
U01132,Male,36,167,88,21,91,37.6,4926,5.9,2.7,Gym
U01133,Female,33,185,69,97,118,36.9,9118,4.6,2.1,Swimming
U01134,Female,62,183,93,61,115,37.1,12741,7.3,1.7,Gym
U01135,Male,50,186,99,50,107,38.9,15476,6.9,2.3,Walking
U01136,Female,56,174,90,69,151,38.7,12599,7.1,2.9,Swimming
U01137,Female,31,168,79,20,110,38.1,14582,9.2,1.8,Running
U01138,Male,34,166,104,99,172,36.1,15555,6.5,1.2,Walking
U01139,Male,62,160,104,50,132,38,11229,6.5,3.6,Gym
U01140,Female,20,186,114,39,166,36.5,2764,7.2,3.7,Gym
U01141,Female,58,152,83,54,106,38.4,18513,9.8,2.2,Cycling
U01142,Female,57,157,104,91,119,38.3,1579,5.3,1.9,Swimming
U01143,Female,32,183,104,108,81,36.7,6423,9.4,1.4,Running
U01144,Male,21,177,71,53,98,37.9,13600,5,3.2,Cycling
U01145,Female,56,178,68,38,71,36.9,2130,8.6,1.4,Gym
U01146,Female,25,156,55,115,71,38.7,11323,8.7,2.4,Running
U01147,Female,32,197,71,110,77,37,17902,7.5,1.9,Swimming
U01148,Female,20,187,54,109,75,37.7,3795,9.2,1.8,Cycling
U01149,Female,21,182,80,19,166,37.7,10853,9.6,2.2,Running
U01150,Male,19,199,72,79,60,38.8,11606,5.6,1.5,Gym
U01151,Male,51,180,75,85,71,37,6605,8.4,3.1,Walking
U01152,Female,43,172,71,67,79,38.7,12399,5.8,1,Gym
U01153,Male,44,177,109,111,121,37.2,19380,5.5,2.7,Walking
U01154,Female,58,172,116,118,135,38,17287,8.2,3.8,Walking
U01155,Male,60,190,106,29,156,37.5,12213,6.4,1.5,Cycling
U01156,Male,41,198,119,76,112,38.8,18182,5,2.3,Walking
U01157,Female,62,156,87,48,178,38.6,8274,7.7,2.1,Running
U01158,Male,43,186,69,79,100,36.6,10187,7.9,3.6,Cycling
U01159,Female,47,158,58,46,127,36,4727,5,2.2,Gym
U01160,Male,55,199,90,101,72,36.6,18613,9.4,2.4,Swimming
U01161,Female,45,168,89,91,165,37.5,2360,6.1,3,Cycling
U01162,Male,37,193,68,77,150,37.8,1629,8.6,1.8,Gym
U01163,Female,27,157,57,37,98,37,5800,6.1,2.9,Walking
U01164,Female,46,189,112,99,170,36.3,4385,4.1,2.6,Cycling
U01165,Female,37,162,58,47,127,38.7,9391,8.6,2.5,Walking
U01166,Male,27,161,53,92,111,36.4,10526,4.5,3.1,Swimming
U01167,Female,54,161,58,25,116,38.7,16470,5.6,2.3,Gym
U01168,Female,40,195,59,101,68,37.5,16923,4.1,2.7,Running
U01169,Male,34,151,74,18,157,38.9,5151,4.5,3.2,Swimming
U01170,Male,52,188,64,39,152,37.5,14922,6.6,3,Walking
U01171,Male,49,170,106,94,117,36.9,11795,8.6,2.7,Gym
U01172,Female,56,195,70,10,135,36.8,7487,7.6,1,Swimming
U01173,Male,23,185,118,31,91,37.1,5600,7.5,1.8,Swimming
U01174,Female,43,191,96,119,109,38.3,8776,8.5,3.1,Walking
U01175,Female,64,154,103,59,76,37.3,9290,4.2,3.4,Cycling
U01176,Male,18,183,94,92,144,37.4,10908,9.9,3.8,Cycling
U01177,Female,57,185,117,42,66,37.8,7312,9.1,3.3,Gym
U01178,Male,50,160,113,48,83,37.4,13857,6.4,1.9,Cycling
U01179,Female,39,177,71,16,127,37.8,1670,8.1,3.5,Gym
U01180,Female,23,184,112,33,112,36.1,14325,6.3,3.7,Gym
U01181,Male,63,160,62,52,64,37,16897,6.9,1.1,Cycling
U01182,Female,44,179,79,81,106,36.8,14262,7.4,2.1,Running
U01183,Female,60,165,69,36,148,38.1,16401,4.1,2.3,Cycling
U01184,Male,35,181,78,113,120,37.3,14381,5.4,3.9,Gym
U01185,Male,46,163,77,20,84,37,5803,9.6,3,Running
U01186,Female,49,191,113,32,68,38.8,7457,6.7,2.2,Swimming
U01187,Female,30,166,80,111,158,38.4,5451,8.9,3.8,Swimming
U01188,Male,23,174,118,37,131,37.4,10766,6.9,2.2,Swimming
U01189,Male,20,195,113,97,76,36.5,16735,6.7,3,Running
U01190,Male,58,192,110,19,76,37.3,4111,4.9,3.5,Swimming
U01191,Female,40,162,95,119,83,36.6,17938,6.7,1.1,Cycling
U01192,Male,50,169,74,104,166,37.6,18136,6.1,3.8,Cycling
U01193,Male,55,150,108,90,178,37.5,19819,7.1,3.4,Running
U01194,Female,57,158,55,119,69,37.5,1838,5.5,1.9,Running
U01195,Male,60,185,72,10,119,36.8,7321,6.6,2.6,Walking
U01196,Male,43,152,98,106,113,36.8,4763,7.7,2.1,Swimming
U01197,Male,37,188,117,61,155,36.8,7085,7.6,1.7,Walking
U01198,Female,41,195,75,102,88,36,11018,4.1,1.6,Swimming
U01199,Female,23,162,56,82,146,38.1,16770,8.9,2.6,Running
U01200,Female,57,176,100,31,177,38.8,11183,9.8,2,Running
U01201,Female,34,162,52,38,175,37.9,16365,5.5,1.7,Running
U01202,Male,27,164,99,107,170,36.1,5674,8.5,1.9,Walking
U01203,Male,18,163,61,109,139,37.7,7588,9.5,2.6,Swimming
U01204,Male,46,196,54,58,169,36.1,2237,8.5,3,Swimming
U01205,Female,40,169,52,36,73,38.4,19052,6.7,3.3,Swimming
U01206,Male,62,193,110,118,169,37.2,16390,9.6,1.4,Cycling
U01207,Male,64,189,101,46,133,38.2,15726,9.2,2.7,Swimming
U01208,Female,56,191,79,90,109,37.3,11038,4.6,2.1,Running
U01209,Female,44,193,107,107,165,38.4,19231,9.7,3.9,Cycling
U01210,Female,22,195,77,36,68,36.1,13574,9.3,2,Gym
U01211,Female,25,152,119,83,64,38.9,5190,9.5,2.4,Cycling
U01212,Female,57,183,117,54,140,36.1,8457,6.5,3.8,Running
U01213,Female,62,156,78,119,92,38.1,19661,8.8,3.8,Gym
U01214,Male,42,155,84,26,102,37,7880,7,4,Gym
U01215,Female,56,154,55,54,158,39,13379,6.1,2.2,Cycling
U01216,Male,25,161,77,96,77,36.8,7422,6.9,3.6,Swimming
U01217,Female,43,196,86,115,103,37.3,10995,7.2,3.5,Cycling
U01218,Female,45,174,55,83,136,38.9,5672,9.2,1.1,Running
U01219,Female,18,173,89,49,98,36.9,2946,6.5,2.2,Cycling
U01220,Female,35,183,63,19,127,37.1,4007,8.6,1.2,Walking
U01221,Female,25,178,78,93,101,38.6,11564,4.4,3.9,Gym
U01222,Male,23,153,78,17,176,37.4,8464,6.8,1.3,Walking
U01223,Female,33,157,55,43,173,36,9438,9.4,2.5,Running
U01224,Male,40,155,108,36,103,37.9,3386,6.7,1.8,Running
U01225,Male,45,164,68,106,116,37.5,18629,9.9,3.7,Swimming
U01226,Male,46,160,109,64,65,38.7,4194,4.2,1.8,Cycling
U01227,Female,21,197,104,108,76,37,18312,9.2,1.2,Cycling
U01228,Female,28,174,99,74,127,36.9,15202,5,1.4,Swimming
U01229,Male,58,170,74,34,106,38.1,12436,8,1.5,Walking
U01230,Male,38,179,71,47,82,37.2,8058,5.9,3.3,Gym
U01231,Male,55,160,88,72,139,38.4,12013,9.2,1.7,Running
U01232,Male,26,177,62,65,177,36,5489,9.5,3.9,Swimming
U01233,Female,30,169,68,24,76,37.9,18779,7.6,1.1,Walking
U01234,Male,33,176,78,54,145,38.6,16851,6.7,3.7,Gym
U01235,Male,58,175,94,99,106,36.1,3384,6.8,2.4,Walking
U01236,Female,26,175,76,14,73,38.6,17630,9.2,1.3,Gym
U01237,Male,38,158,76,101,95,37.6,8563,6,1.5,Running
U01238,Male,21,169,98,98,172,38,5423,7.8,1.5,Running
U01239,Male,19,160,58,78,80,36.2,5462,6.6,3,Walking
U01240,Female,61,185,90,78,176,36.1,6756,9.3,3.6,Running
U01241,Male,29,152,67,38,111,37.3,9011,7.6,3.1,Walking
U01242,Female,36,178,102,105,116,38.7,6135,4.2,2,Gym
U01243,Female,52,154,115,77,77,38.8,10685,7.9,3.6,Gym
U01244,Male,36,151,64,17,147,38.4,14452,5.2,2.8,Cycling
U01245,Female,55,176,76,54,138,36.2,8994,5.2,2.7,Cycling
U01246,Male,38,158,92,85,152,36.2,17040,5.9,1.6,Walking
U01247,Male,25,192,78,115,170,36.4,10218,7.2,2.3,Walking
U01248,Female,50,150,89,56,131,36.3,5829,7.3,3.5,Running
U01249,Male,43,172,51,92,65,36.5,9086,6.6,2.2,Cycling
U01250,Female,58,162,77,10,156,36.1,12933,9.9,1.9,Running
U01251,Female,61,162,57,10,113,36.6,7456,5.2,1.3,Gym
U01252,Male,35,198,77,56,126,38.3,10771,4.4,3.1,Swimming
U01253,Male,24,169,84,97,166,36.7,4975,5.5,2.9,Walking
U01254,Female,27,176,66,112,145,37.3,8222,7.7,3.6,Running
U01255,Female,29,186,79,61,66,37.2,12796,6.4,2.2,Running
U01256,Male,18,151,54,50,123,37.8,10419,6.2,3.9,Gym
U01257,Female,26,187,119,47,161,38.5,18041,8.9,2,Walking
U01258,Male,29,182,67,37,79,37.8,15147,5.8,3.8,Gym
U01259,Male,43,157,105,67,170,38.9,10186,8.4,3.3,Walking
U01260,Female,47,178,113,67,171,37.9,9390,8.7,2,Walking
U01261,Female,30,156,92,70,131,37.6,5121,6.8,2.6,Gym
U01262,Female,45,162,104,21,95,36.8,9165,7.7,1.6,Running
U01263,Male,54,188,105,100,85,37.2,5856,7.7,4,Walking
U01264,Female,21,168,102,96,134,36.5,15557,9.7,1.3,Gym
U01265,Male,43,193,107,119,162,36.5,7393,7.9,2.7,Cycling
U01266,Female,56,199,105,110,174,37.9,9779,5.6,1.1,Cycling
U01267,Male,54,183,113,85,143,37.7,1430,6.6,2.4,Swimming
U01268,Female,42,163,57,115,117,38.6,7345,6.1,3.8,Walking
U01269,Female,43,192,82,21,70,36.1,2101,7.8,2.9,Walking
U01270,Female,19,183,118,70,86,36.4,8545,8.4,2.4,Running
U01271,Female,44,190,68,15,105,38.5,18902,5.6,1.2,Cycling
U01272,Female,24,181,108,101,170,37.8,10607,4.9,3.8,Walking
U01273,Male,23,173,113,45,97,38.8,12318,8.2,3.8,Running
U01274,Female,33,157,109,40,176,38.4,19357,7.5,3,Swimming
U01275,Male,46,175,53,86,75,36.6,15605,5.2,3.2,Gym
U01276,Male,44,161,73,71,108,37.2,19327,6.4,1.9,Swimming
U01277,Male,25,157,92,11,130,38.9,7072,8.2,3.4,Cycling
U01278,Male,41,175,62,104,169,37.3,1154,9.5,3.9,Cycling
U01279,Male,64,173,55,54,177,38.6,2200,6.7,2,Walking
U01280,Male,44,174,85,80,115,36.7,4807,4.4,1.8,Running
U01281,Female,44,186,114,109,157,37.6,10987,8.1,1.4,Gym
U01282,Female,58,171,51,98,67,38.5,4786,6.8,3.7,Cycling
U01283,Female,49,184,58,111,84,38,18730,5,2.7,Gym
